"","early_interval","interval.ma","occurrence_no","fad","lad","accepted_name","ex","phylum","class","family","paleolat","paleolng","collection_no","reference_no"
"3710","Changhsingian",252.17,544479,330.9,251.2,"Streptacis",0,"Mollusca","Gastropoda","Streptacididae",-13.97,100.35,56943,11689
"3711","Induan",251.2,454244,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-22.9,53.87,44824,11694
"3712","Induan",251.2,575593,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-22.82,54.01,60532,17399
"3713","Induan",251.2,820457,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",21.01,142.39,90211,30271
"3714","Changhsingian",252.17,544268,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-16.95,108.49,56892,11689
"3715","Changhsingian",252.17,1036522,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-35.29,52.14,126981,28589
"3716","Induan",251.2,1399204,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-34.49,52.32,192907,65498
"3717","Changhsingian",252.17,1035553,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-35.42,52.08,126883,28589
"3718","Induan",251.2,820446,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",21.01,142.39,90210,30271
"3719","Induan",251.2,454208,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-22.9,53.87,44804,11694
"3720","Changhsingian",252.17,1035683,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-35.32,52.06,126896,28589
"3721","Induan",251.2,454313,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-22.9,53.87,44832,11694
"3722","Changhsingian",252.17,1036016,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-35.32,52.06,126933,28589
"3723","Induan",251.2,454280,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-22.9,53.87,44829,11694
"3724","Induan",251.2,454297,427.4,228,"Strobeus",0,"Mollusca","Gastropoda","Soleniscidae",-22.9,53.87,44831,11694
"3725","Changhsingian",252.17,996173,254.17,252.17,"Strotostoma",1,"Mollusca","Gastropoda","Platyceratidae",-87.62,-101.98,41765,27819
"3726","Changhsingian",252.17,544285,252.17,228,"Stuoraxis",0,"Mollusca","Gastropoda","Stuoraxidae",-16.95,108.49,56895,11689
"3727","Changhsingian",252.17,957927,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-15.42,104.08,112113,33770
"3728","Changhsingian",252.17,1625517,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.14,36.16,230026,84610
"3729","Changhsingian",252.17,938911,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-15.13,104.76,108547,33502
"3730","Changhsingian",252.17,981271,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-14.4,106.47,117481,33678
"3731","Changhsingian",252.17,1625505,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.14,36.16,230025,84610
"3732","Changhsingian",252.17,1625655,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.14,36.16,230031,84610
"3733","Changhsingian",252.17,884232,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-15.41,104.04,98029,33770
"3734","Changhsingian",252.17,1625530,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.14,36.16,230028,84610
"3735","Changhsingian",252.17,1625494,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.14,36.16,230024,84610
"3736","Changhsingian",252.17,1625649,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.05,36.31,230054,84610
"3737","Changhsingian",252.17,885323,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-87.27,-122.32,98149,33545
"3738","Changhsingian",252.17,494752,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",13.35,-29.57,50001,13432
"3739","Changhsingian",252.17,955144,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-13.04,115.6,111735,33176
"3740","Changhsingian",252.17,1011778,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-12.16,110.95,123641,35242
"3741","Changhsingian",252.17,957622,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-15.26,104.61,112089,33770
"3742","Induan",251.2,1250807,295.5,251.2,"Stutchburia",1,"Mollusca","Bivalvia","Kalenteridae",12.86,36.13,165125,53993
"3743","Changhsingian",252.17,955151,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-13.04,115.6,111738,33176
"3744","Changhsingian",252.17,1011698,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-14.89,114.74,123601,35242
"3745","Changhsingian",252.17,1625571,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",12.12,36.17,230037,84610
"3746","Induan",251.2,890823,295.5,251.2,"Stutchburia",1,"Mollusca","Bivalvia","Kalenteridae",-8.48,104.5,98559,34006
"3747","Changhsingian",252.17,955130,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-13.04,115.6,111730,33176
"3748","Changhsingian",252.17,957765,295.5,251.2,"Stutchburia",0,"Mollusca","Bivalvia","Kalenteridae",-15.26,104.61,112097,33770
"3749","Induan",251.2,1250783,295.5,251.2,"Stutchburia",1,"Mollusca","Bivalvia","Kalenteridae",12.86,36.13,165119,53993
"3750","Changhsingian",252.17,938949,268.8,252.17,"Taimyria",1,"Mollusca","Bivalvia","Amnigeniidae",-15.13,104.76,108551,33502
"3751","Changhsingian",252.17,935663,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-12.69,110.27,107810,27724
"3752","Changhsingian",252.17,876730,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-13.57,111.26,97259,27724
"3753","Changhsingian",252.17,957611,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112087,33770
"3754","Changhsingian",252.17,957731,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112094,33770
"3755","Changhsingian",252.17,1625597,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",12.17,36.13,230044,84610
"3756","Changhsingian",252.17,1625542,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230031,84610
"3757","Changhsingian",252.17,1625524,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230027,84610
"3758","Changhsingian",252.17,955152,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-13.04,115.6,111739,33176
"3759","Changhsingian",252.17,956730,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.12,104.77,111983,33770
"3760","Changhsingian",252.17,967944,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",2.18,129.88,114491,27485
"3761","Changhsingian",252.17,938912,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.13,104.76,108547,33502
"3762","Changhsingian",252.17,876735,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-13.57,111.26,97260,27724
"3763","Changhsingian",252.17,938922,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.13,104.76,108548,33502
"3764","Changhsingian",252.17,938866,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.13,104.76,108542,33502
"3765","Changhsingian",252.17,956722,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.12,104.77,111982,33770
"3766","Changhsingian",252.17,938926,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.13,104.76,108549,33502
"3767","Changhsingian",252.17,957668,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112091,33770
"3768","Changhsingian",252.17,890765,265.1,252.17,"Tambanella",1,"Mollusca","Bivalvia","Bakevelliidae",-16.12,104.18,98544,33125
"3769","Induan",251.2,988233,251.2,174.1,"Terquemia",0,"Mollusca","Bivalvia","Prospondylidea",43.9,22.7,118781,33700
"3770","Induan",251.2,987422,251.2,174.1,"Terquemia",0,"Mollusca","Bivalvia","Prospondylidea",43.94,22.62,118489,33700
"3771","Induan",251.2,481702,251.2,174.1,"Terquemia",0,"Mollusca","Bivalvia","Prospondylidea",43.8,22.74,48115,12885
"3772","Induan",251.2,696659,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",12.91,36.27,74944,25282
"3773","Induan",251.2,1440040,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,201007,67174
"3774","Induan",251.2,998901,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-16.69,107.88,121129,33769
"3775","Induan",251.2,1371638,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.37,106.82,187280,62810
"3776","Changhsingian",252.17,452523,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",11.97,36.03,44450,11624
"3777","Changhsingian",252.17,956731,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.12,104.77,111983,33770
"3778","Changhsingian",252.17,938903,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.13,104.76,108546,33502
"3779","Changhsingian",252.17,855450,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-11.67,105.28,94989,30359
"3780","Induan",251.2,1439867,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200991,67174
"3781","Induan",251.2,1159876,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-10.91,105.97,149147,36523
"3782","Changhsingian",252.17,957215,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112013,33770
"3783","Changhsingian",252.17,938875,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.13,104.76,108544,33502
"3784","Induan",251.2,1371630,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.8,107.57,187267,62810
"3785","Induan",251.2,860299,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-10.48,106.01,95609,29971
"3786","Changhsingian",252.17,920745,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-7.66,116.57,105215,31712
"3787","Induan",251.2,1371559,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.87,107.54,187275,62810
"3788","Changhsingian",252.17,920732,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-7.66,116.57,105214,31712
"3789","Induan",251.2,1439918,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.78,106.84,200997,67174
"3790","Induan",251.2,1371672,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.52,106.74,187283,62810
"3791","Induan",251.2,1160668,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-9.54,112.47,149225,36523
"3792","Induan",251.2,1159869,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-10.91,105.97,149146,36523
"3793","Induan",251.2,1371653,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.37,106.82,187282,62810
"3794","Changhsingian",252.17,906679,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,35.84,101917,34655
"3795","Changhsingian",252.17,906718,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.18,36.14,87192,34655
"3796","Induan",251.2,860290,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-10.48,106.01,95607,29971
"3797","Induan",251.2,1444942,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-7.08,117.29,201714,69021
"3798","Induan",251.2,1440003,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,201003,67174
"3799","Induan",251.2,1439851,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.79,106.75,200990,67174
"3800","Induan",251.2,1476383,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.54,104.84,205994,70657
"3801","Induan",251.2,1371618,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.87,107.54,187279,62810
"3802","Changhsingian",252.17,1625489,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230024,84610
"3803","Changhsingian",252.17,1625631,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.05,36.31,230053,84610
"3804","Induan",251.2,1012061,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-12.13,104.6,123723,39785
"3805","Induan",251.2,1160469,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-16.34,109.49,149202,36523
"3806","Induan",251.2,1371473,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.37,106.82,187266,62810
"3807","Induan",251.2,1439945,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,201000,67174
"3808","Changhsingian",252.17,1625469,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230020,84610
"3809","Induan",251.2,1157435,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-10.05,106.24,148537,36523
"3810","Induan",251.2,957907,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.64,104.7,112112,33770
"3811","Induan",251.2,1371646,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.37,106.82,187281,62810
"3812","Induan",251.2,1439839,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200989,67174
"3813","Induan",251.2,920801,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-7.08,117.29,105221,31712
"3814","Induan",251.2,981452,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-11.37,106.49,117506,29971
"3815","Changhsingian",252.17,859531,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-13.05,115.6,95481,11660
"3816","Changhsingian",252.17,696610,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.18,36.13,74939,25282
"3817","Changhsingian",252.17,575599,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-7.66,116.57,60533,17401
"3818","Changhsingian",252.17,1625499,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230025,84610
"3819","Induan",251.2,1439765,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200984,67174
"3820","Induan",251.2,1439746,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.73,200982,67174
"3821","Changhsingian",252.17,957612,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112087,33770
"3822","Changhsingian",252.17,1625580,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.08,36.26,230040,84610
"3823","Induan",251.2,999664,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.39,105.41,121324,26661
"3824","Induan",251.2,981473,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-12.83,106.9,117512,29971
"3825","Changhsingian",252.17,906692,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,35.84,101919,34655
"3826","Induan",251.2,1439819,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200988,67174
"3827","Induan",251.2,1250054,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",12.87,36.38,165012,53993
"3828","Induan",251.2,1159882,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-10.91,105.97,149148,36523
"3829","Induan",251.2,495845,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-8.21,104.79,48945,47676
"3830","Induan",251.2,1439758,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200983,67174
"3831","Changhsingian",252.17,906698,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,35.84,101920,34655
"3832","Changhsingian",252.17,955165,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-13.04,115.6,111746,33176
"3833","Induan",251.2,495849,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-8.21,104.79,48946,13059
"3834","Changhsingian",252.17,1625532,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230029,84610
"3835","Induan",251.2,495863,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-8.21,104.79,48948,47676
"3836","Induan",251.2,1440013,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,201004,67174
"3837","Changhsingian",252.17,906686,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,35.84,101918,34655
"3838","Changhsingian",252.17,1625535,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230030,84610
"3839","Induan",251.2,1250726,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",12.87,36.13,165102,53993
"3840","Induan",251.2,1439802,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,200987,67174
"3841","Changhsingian",252.17,1625612,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.05,36.31,230048,84610
"3842","Changhsingian",252.17,967943,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",2.18,129.88,114491,27485
"3843","Induan",251.2,1250062,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",12.87,36.38,165013,53993
"3844","Changhsingian",252.17,920717,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-7.66,116.57,105212,31712
"3845","Changhsingian",252.17,957623,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112089,33770
"3846","Induan",251.2,1439967,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,201001,67174
"3847","Changhsingian",252.17,1625585,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.08,36.26,230041,84610
"3848","Induan",251.2,1250741,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",12.87,36.13,165107,53993
"3849","Induan",251.2,1439780,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200985,67174
"3850","Induan",251.2,1371595,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.87,107.54,187277,62810
"3851","Induan",251.2,812979,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-12.43,104.93,89361,29971
"3852","Induan",251.2,812983,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-12.43,104.93,89362,29971
"3853","Induan",251.2,1440082,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,201013,67174
"3854","Induan",251.2,1211849,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.61,104.98,157352,51768
"3855","Induan",251.2,1439982,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,201002,67174
"3856","Changhsingian",252.17,1625564,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.12,36.17,230037,84610
"3857","Induan",251.2,1160664,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-9.54,112.47,149224,36523
"3858","Induan",251.2,998915,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-16.69,107.88,121130,33769
"3859","Changhsingian",252.17,1625543,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.14,36.16,230031,84610
"3860","Induan",251.2,1439890,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200994,67174
"3861","Changhsingian",252.17,957170,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-15.26,104.61,112010,33770
"3862","Induan",251.2,1371575,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.87,107.54,187276,62810
"3863","Changhsingian",252.17,1625641,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",12.05,36.31,230054,84610
"3864","Induan",251.2,809777,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",12.82,36.19,88658,29741
"3865","Induan",251.2,1371609,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-15.87,107.54,187278,62810
"3866","Induan",251.2,998968,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-17.74,108.19,121141,33769
"3867","Changhsingian",252.17,855077,279.3,251.2,"Towapteria",0,"Mollusca","Bivalvia","Bakevelliidae",-11.67,105.29,94970,30359
"3868","Induan",251.2,998887,279.3,251.2,"Towapteria",1,"Mollusca","Bivalvia","Bakevelliidae",-16.69,107.88,121128,33769
"3870","Induan",251.2,987440,251.2,201.3,"Toxoconcha",0,"Mollusca","Bivalvia","Coelostylinidae",43.93,22.61,118497,33700
"3874","Changhsingian",252.17,515060,254.17,252.17,"Trabeculatia",1,"Mollusca","Bivalvia","Atomodesmatidae",-87.62,-101.98,41765,33741
"3878","Changhsingian",252.17,885317,254.17,252.17,"Trabeculatia",1,"Mollusca","Bivalvia","Atomodesmatidae",-87.27,-122.32,98149,33545
"3879","Changhsingian",252.17,994461,252.17,228,"Trachybembix",0,"Mollusca","Bivalvia","Pleurotomariidae",-16.95,108.49,107296,33737
"3880","Induan",251.2,1093795,252.17,228,"Trachybembix",0,"Mollusca","Bivalvia","Pleurotomariidae",-14.4,105.46,137826,44075
"3881","Changhsingian",252.17,494923,346.7,252.17,"Trachydomia",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,50024,13431
"3882","Changhsingian",252.17,544246,346.7,252.17,"Trachydomia",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,56891,11689
"3883","Changhsingian",252.17,544247,279.3,252.17,"Trachyspira",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,56891,11689
"3884","Changhsingian",252.17,1004193,279.3,252.17,"Trachyspira",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,116125,11689
"3885","Changhsingian",252.17,994458,279.3,252.17,"Trachyspira",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,120147,33737
"3886","Changhsingian",252.17,494917,279.3,252.17,"Trachyspira",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,50024,13431
"3887","Changhsingian",252.17,544266,279.3,252.17,"Trachyspira",1,"Mollusca","Gastropoda","Trachyspiridae",-16.95,108.49,56892,11689
"3888","Changhsingian",252.17,957928,477.7,252.17,"Tropidodiscus",1,"Mollusca","Gastropoda","Tropidodiscidae",-15.42,104.08,112113,33770
"3889","Changhsingian",252.17,906719,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",12.18,36.14,87192,34655
"3890","Induan",251.2,1168647,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",-7.04,72.44,150473,48137
"3891","Induan",251.2,1519727,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",54.41,23.23,212379,73381
"3892","Induan",251.2,1277431,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",12.74,36.14,169521,54290
"3893","Induan",251.2,921371,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",26.62,-29.89,105378,27437
"3894","Induan",251.2,1424584,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",12.74,36.16,197819,67172
"3895","Induan",251.2,1433903,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",-6.46,38.96,200004,68012
"3896","Changhsingian",252.17,1625487,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",12.14,36.16,230023,84610
"3897","Induan",251.2,1517572,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",54.35,22.08,211940,73251
"3898","Induan",251.2,921364,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",28.75,-32.09,105377,27437
"3899","Induan",251.2,1370962,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",80.31,89.35,187167,62777
"3900","Induan",251.2,987438,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",43.93,22.61,118497,33700
"3901","Induan",251.2,1319547,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",8.35,40.84,177407,56872
"3902","Induan",251.2,1172552,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",-14.93,104.65,151144,36523
"3903","Induan",251.2,1370945,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",80.31,89.35,187161,62777
"3904","Induan",251.2,860291,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",-10.48,106.01,95607,29971
"3905","Induan",251.2,1319540,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",8.35,40.84,177404,56872
"3906","Induan",251.2,1250839,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",12.74,36.16,165135,53993
"3907","Induan",251.2,1170070,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",26.62,-29.89,150711,48180
"3908","Induan",251.2,987435,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",43.93,22.61,118495,33700
"3909","Induan",251.2,1319544,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",8.35,40.84,177405,56872
"3910","Induan",251.2,1159868,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",-10.91,105.97,149146,36523
"3911","Induan",251.2,987634,265.1,157.3,"Unionites",0,"Mollusca","Bivalvia","Anthracosiidae",43.93,22.64,118565,33700
